;Method;Time_Window;Driver;Impostors;Method_Parameters;PORC_FAR;Min_Time_Detection_s_FAR;Average_Time_Detection_s_FAR;Max_Time_Detection_s_FAR;Standard_deviation_s_FAR;PORC_FRR;Min_Time_Detection_s_FRR;Average_Time_Detection_s_FRR;Max_Time_Detection_s_FRR;Standard_deviation_s_FRR;Number_clusters
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};44.18;5;15.15230583;410;22.80579448;59.12;5;5.677238806;12;1.049398861;5
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};44.18;5;15.15230583;410;22.80579448;59.12;5;5.677238806;12;1.049398861;5
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};36.15;5;11.70784213;466;17.00921038;11.6;5;12.48908297;50;7.61785262;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};65.31;5;23.41443373;928;59.26744022;1.55;15;69.60606061;208;46.53556395;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};70.99;5;29.26218991;1217;80.95996115;0.86;15;118.7368421;315;89.63806366;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};70.42;5;27.10252366;905;71.76112397;0.91;6;118.6842105;315;87.32127947;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};34.38;5;9.396528957;139;11.74739229;39.52;5;6.567567568;15;1.950616197;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};79.4;5;44.03454545;2160;135.6711034;10.87;5;13.28909953;53;8.741081149;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};89.15;5;75.17946257;3904;316.1213295;1.82;5;56.65853659;280;53.40721382;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};92.62;5;87.66666667;2446;286.4410454;1.82;5;57.975;238;53.1926771;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};83.51;5;23.86249285;1125;54.08754609;11.19;5;12.41810345;42;7.884568732;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};42.61;5;10.44608111;206;12.53358357;69.99;5;5.395348837;10;0.740862083;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};42.61;5;10.44608111;206;12.53358357;69.99;5;5.395348837;10;0.740862083;10
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};34.42;5;10.45772266;242;13.03017579;12.14;5;12.25641026;65;7.765505156;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};57.36;5;16.06725664;763;30.68159333;2.36;5;47.81632653;192;43.51468788;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};58.64;5;17.0384821;892;34.51922227;2.05;5;54.09302326;192;45.64814394;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};41.03;5;9.93085476;198;11.0828213;18.55;5;9.362275449;38;4.948735596;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};0.27;5;5.99122807;12;1.571288936;99.64;5;5;5;0;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};71.65;5;24.99753434;1721;62.38330044;10.91;5;12.90454545;60;8.668684904;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};84.59;5;54.37508948;2873;193.0425437;1.59;5;65.82857143;327;69.13179473;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};81.29;5;35.32468736;1897;104.1626513;5.46;5;22.07826087;116;18.82660856;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};50.11;5;12.24095671;792;22.77965035;55.16;5;5.792727273;13;1.210436484;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};50.11;5;12.24095671;792;22.77965035;55.16;5;5.792727273;13;1.210436484;30
0;OCSVM;5;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};50.11;5;12.24095671;792;22.77965035;55.16;5;5.792727273;13;1.210436484;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};55.2;10;57.22631579;951;102.8797386;9.11;10;19.55555556;96;10.60024755;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};77.4;10;149.2663755;2606;366.813565;1.05;10;99.5;278;83.65249028;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};84.99;10;380.2578947;7363;1034.646657;0.05;42;1106;2170;1504.72323;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};85.01;10;392.4728261;7363;1050.199908;0.05;42;1106;2170;1504.72323;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};84.99;10;388.2580645;7363;1045.076559;0.09;42;740;1109;604.8165011;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};79.69;10;199.6195965;3432;503.5509566;0.96;10;107.8181818;382;97.0334436;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};80.33;10;174.4342432;3954;477.2066029;12.21;10;16.93004115;61;7.437844568;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};88.61;10;321.9446809;13328;1139.84283;1.41;11;76.625;287;68.26454707;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};97.12;10;1194.455882;19064;3009.16901;0;2204;2204;2204;;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};97.27;10;1130.333333;19064;2946.20876;0.05;421;1106;1791;968.7362902;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};93.54;10;430.9293478;13543;1438.627051;1.32;17;81.2;269;62.87502656;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};30.21;10;39.35835351;1038;84.97416311;77.4;10;10.29842932;17;0.709846491;1
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};50.34;10;37.32881356;718;55.66458919;11.21;10;17.70089286;65;8.497680987;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};70.79;10;70.20208333;2152;202.3708043;1;21;103.4782609;294;81.20505446;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};80.27;10;120.0383333;4663;388.5904843;0.23;42;374;691;208.4264858;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};80.32;10;117.5700326;4663;384.0246145;0.18;42;447.2;720;276.0121374;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};79.19;10;103.433908;4663;337.2239376;0.5;19;191;589;193.2304324;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};80.61;10;90.09818182;7521;374.24544;11.34;10;17.76576577;61;8.425295843;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};89.42;10;228.5680473;13457;954.8840856;1.37;12;78.83870968;223;54.60103587;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};96.42;10;532.0392157;19052;1954.180364;0;2204;2204;2204;;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};96.4;10;545.9597315;19049;1985.77206;0.09;371;740;1068;350.3041536;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};46.7;10;34.35055592;684;42.26913042;54.49;10;10.7935368;19;1.168575912;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};46.7;10;34.35055592;684;42.26913042;54.49;10;10.7935368;19;1.168575912;3
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};47.18;10;30.03276047;592;38.35370189;10.34;10;18.41626794;71;9.834394288;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};69.58;10;63.02057998;2152;175.6759539;1.14;11;92.46153846;396;87.19964714;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};77.04;10;83.96131301;4660;295.6655453;0.41;11;227.6;547;178.2141034;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};77.14;10;84.23149236;4660;295.9652551;0.46;11;207.6363636;547;179.7816858;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};58.97;10;33.4984985;3043;140.0549565;23.01;10;13.37823834;36;3.870225069;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};79.13;10;73.77416174;5674;277.7669616;10.84;10;18.40865385;82;8.9389406;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};87.87;10;163.1839323;13482;757.9029512;1.69;15;65.78947368;252;49.13311092;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};94.2;10;337.5042017;13586;1319.121843;0.41;17;227.6;1048;298.5681385;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};93.49;10;253.009434;13586;1059.201805;0.68;17;145.25;416;115.939352;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};40.92;10;28.04655076;473;33.51356273;66.1;10;10.488;16;0.831407528;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};40.92;10;28.04655076;473;33.51356273;66.1;10;10.488;16;0.831407528;5
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};38.31;10;21.00717523;467;23.96580853;10.57;10;18.21596244;78;9.956524771;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};65.69;10;34.3255922;947;66.3198946;1.32;11;81.2;244;63.58941573;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};69.8;10;46.18292683;2069;126.153735;0.64;22;154.4;380;111.402616;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};69.17;10;42.78869923;1932;109.0845922;1.18;10;89.33333333;293;73.74540403;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};23.17;10;17.99859616;388;18.94540495;58;10;10.68555759;18;1.01447031;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};79.69;10;66.26926407;2579;183.4551056;11.62;10;17.54625551;60;7.688131388;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};88.99;10;122.8104777;7458;464.7229722;1.91;10;60.26190476;224;45.70160883;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};92.43;10;165.8916155;6808;506.9314979;0.68;17;145.25;423;93.70699013;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};71.97;10;30.56353791;708;57.0307594;24.42;10;13.04634146;29;3.344929934;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};53.04;10;25.16636063;569;34.18504147;57.77;10;10.69160584;17;1.058508995;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};53.04;10;25.16636063;569;34.18504147;57.77;10;10.69160584;17;1.058508995;10
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};34.31;10;18.10099073;386;19.13217994;11.12;10;17.4826087;54;7.931868846;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};58.46;10;25.98214911;709;46.58867065;2.92;10;42.296875;234;38.16117851;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};58.97;10;26.13795518;914;47.71049459;3.1;10;40.27941176;172;32.83102173;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};46.16;10;18.13206198;436;19.57357053;19.68;10;14.09537572;33;4.463654382;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};2.48;10;12.89035917;67;6.406028297;90.98;10;10.10614525;12;0.326569161;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};74.67;10;47.49627329;6473;189.5211926;10.84;10;18.14485981;71;8.868499231;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};83.5;10;73.05083179;6514;297.1318433;1.91;11;59.06976744;182;41.52015882;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};81.56;10;46.31532525;1884;121.8143398;6.01;10;25.37301587;93;16.55813232;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};47.77;10;18.45896947;503;21.31789443;52.03;10;10.86371681;19;1.288593022;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};44.09;10;18.31695519;503;21.22899741;56.4;10;10.75274725;18;1.157045335;30
0;OCSVM;10;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};44.09;10;18.31695519;503;21.22899741;56.4;10;10.75274725;18;1.157045335;30
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};51.92;30;132.0797101;1563;188.6205074;11.38;30;37.54424779;73;8.458541383;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};69.16;30;281.6488889;2925;520.7507941;1.38;33;100.6333333;242;53.82826032;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};70.52;30;305.047619;10602;885.5441371;0.28;56;339.4285714;1163;402.0617105;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};70.5;30;301.0657277;9110;803.9515881;0.32;56;300.5;768;259.1706553;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};70.76;30;289.8116592;7077;700.5140715;0.18;56;464;1714;706.5037155;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};56.56;30;136.8654292;1656;213.0512123;15.74;30;35.28767123;61;5.644641535;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};80.66;30;426.011976;6441;930.6152841;10.88;30;38.11737089;88;8.651007611;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};88.24;30;706.8691589;14236;1773.959743;1.33;32;100.6666667;271;74.65383716;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};90.31;30;844.8021978;18664;2270.989937;0.28;32;339.4285714;901;347.3023933;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};89.7;30;675.754386;14157;1724.76257;0.83;32;142.7368421;311;88.22121319;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};77.42;30;260.4109091;5568;611.4679494;7.62;30;41.82165605;92;11.86219117;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};34.01;30;95.72553699;1318;175.9245532;75.08;30;30.32439024;34;0.659436111;1
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};46.54;30;92.65224626;810;120.6581557;10.74;30;38.08878505;79;8.839548637;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};63.59;30;163.7113402;3566;387.6937897;1.42;30;98.29032258;260;60.88250627;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};66.31;30;161.6277372;4654;399.4820428;0.55;57;195.6923077;473;121.2616899;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};66.39;30;163.7407407;4654;402.1931638;0.64;37;173.3333333;464;121.2557313;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};64.07;30;130.8704062;3611;315.1203976;1.88;31;79.9047619;356;57.45148941;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};78.16;30;212.02849;4325;515.7004604;10.42;30;38.33971292;98;9.555224201;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};86.93;30;388.080402;14232;1239.953903;0.96;32;127.0909091;320;92.87724058;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};88.32;30;494.3974359;14253;1465.159966;0.5;37;209.6666667;362;116.738506;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};85.74;30;359.8638498;7689;1008.397105;3.21;30;59.56521739;167;28.37380641;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};51.29;30;80.03753027;1247;121.2710155;46.72;30;31.09566787;38;1.475495811;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};51.29;30;80.03753027;1247;121.2710155;46.72;30;31.09566787;38;1.475495811;3
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};44.1;30;65.72745694;776;69.58799124;11.56;30;37.56444444;72;7.981372162;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};65.43;30;140.1239669;3032;303.8224411;1.93;33;78.69767442;285;51.62988009;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};66.77;30;137.2524655;4681;393.0872478;1.1;33;115.2;285;69.02535766;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};66.19;30;127.0342342;4681;371.1879854;1.28;33;103.1724138;317;73.41422058;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};41.86;30;63.20079523;3033;161.7756675;34.19;30;31.92057026;46;2.312301725;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};77.66;30;173.418552;7517;525.6050904;10.37;30;38.34449761;77;9.283255235;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};86.64;30;378.0980392;14251;1232.398083;1.01;33;122.7826087;313;83.80711432;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};88.16;30;445.454023;14251;1390.051318;0.96;32;127.0909091;289;86.71513796;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};82.23;30;196.3118812;12503;754.1060715;6.15;30;44.37593985;152;18.90390432;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};58.58;30;74.77091255;2241;143.2221956;47.87;30;31.09208103;38;1.454979964;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};58.58;30;74.77091255;2241;143.2221956;47.87;30;31.09208103;38;1.454979964;5
0;OCSVM;30;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};39.69;30;54.75138122;715;50.83152706;11.61;30;37.26609442;79;8.506463604;10
